text,label
feeling much would like say thank everyone lovely get well wish lovely comment always mean much,2
certified via ace love lately feel like fake,0
feeling sympathetic told sorry somehow felt responsible getting burned ridiculous grown man lived sun sensitive skin year know take care,2
execute trick work dishwasher magic feel clever,1
id feel sympathetic like current situation seems,2
ive posted blog feel like thats unfortunate,0
started feeling back aching especially lower back,0
feel kid know theyre talented think one thing whole american idol deal grab hold tell,1
im writing feel like discarding lack supporting idea,2
feel like distraught parent breathing neck,4
ive waiting get time alone quite week finally get im feeling bit homesick,0
show feeling well family fan either,1
also get feel proud weight loss completed month time lost around kg approx pound,1
feel little isolated house time,0
feel troubled guess would best word,0
screwed brow together realized reaction pondered could possibly make feel fond stranger,2
feel quite successful achieving vision,1
feel bashful teasing scrutiny,4
think since im compelled act meek asian front kind feel tad inhibited extent cant even,4
vividly remember feeling offended would even dream thing could choice,3
feel privileged said privileged,1
feel weird want make sure feel loved,4
wouldnt feel uncomfortable wearing work,4
feel stunned people got big way,5
feeling bit disheartened one black belt instructor dojo richard asked let anyone else set destiny,0
trying work finding joy simple thing god finding joy obedience even feel joyful way used,1
saw piano either newer cheaper larger always something missing made feel uncertain buying,4
feel like become socially acceptable allow traditional view threw bus without fight youll offend someone stand,1
another reason foreign tourist feel reluctant drive island,4
wasnt feeling well,1
kind feel lame still dont regret coming,0
feel romantic feeling soul begging god make u ur love ur feeling ur soul wanna hear beat heart u ever u wanna otherwise nothing without u,2
notice worrying push feeling away replace thought something positive remind let go control,1
feel super behind aspect life need read,1
start feel become irritated conversing,3
remember watching feeling devastated sheer familiarity,0
really appreciate protectiveness slight jealousy attention make feel valued,1
feel bit like franz liebkind producer many people know fuhrer terrific dancer,1
feel violent something today,3
feel awkward know awkward,0
think making feel weepy,0
feel like need cry past day relieved could cry much tear today haha,1
wanted knowing nothing stepped candyland make looking haggard left feeling radiant bag full product course,1
feel little bit weird,4
feel damn complacent,1
guess expectation goddamn perfect made feel afraid change,4
im happy feeling something last day ive felt pretty,1
feel happy he reason today,1
feel aconfident heart overcomet god want eager learn,1
managed whole tuesday eating clean caffeined today feeling rather shaky,4
feel energetic motivated,1
feeling quite impatient must hit ad thats internet died vista virus pro started bother,3
im feeling bitchy hell tonight,3
started feeling festive little early year,1
feel like time like thing seem little uncertain thank god small thing,4
feel lethargic unmotivated needy frustrated,0
keen incorporate use recovery tool feel tool useful allowing patient control mental health,1
feeling rather lonely,0
feel breed loneliness discontent onto economy recession stressful money unemployment people wanted know caused recession topic came divorce,0
britain louis xvi marie antoinette think perhaps feel loss russia violent entire family comparatively recent,3
lived lemon bar week weekend ate ate ate horrible food feel look horrible,0
feel insulted see anyone wearing crocs fashionable shoe icon,3
feel alone feel like there people actually listen,0
feel like fake eyeglass make look older hell little authoritative,0
take easy even feel well kind stasia saying,1
right make done usually wear foundation feel like look fake picture,0
feel like ya allah im scared puff fun man id idea,4
really know feeling mind blank confused numb,0
much lighter feel extremely passionate life yes,2
im drunk example feel lot less shy speaking foreign language havent yet totally mastered,4
dont know guy relate always like feel welcomed see smiling face im spa treatment,1
thought depression negative thought ive lately intervene thought help feel depressed,0
feel like thing im nervous two kid,4
feeling still caring concerned,2
havent written awhile feel terrific scribble stuff notebook time time,1
meet men feel insecure woman,4
feel sorry use ghd hair straightener damage hair,0
would feel boring rejected downright unlikeable,0
feel homesick miss snobbish fluffy cat,0
say first listen yunhos rap gave wtf feeling listening couple time im determined learn,1
go range feel like im like russell crowe robin hood merida brave,1
feel fucking terrific,1
continue add please feel free explore let know think,1
went work like normal didnt feel bad way shape form,0
im feeling aggravated listening phoenix lost found,3
feel bit uncertain really shes nice girl good friend material,4
feel talented illustrator designer one know get idea across without trapping crosshatching lensflares everything,1
feel privileged able share artistry knowing back,1
remember feeling belong smart enough cool enough even young enough,1
feeling kind discouraged nothing happened,0
asked darren got home feeling bit curious even though didnt really matter really none business,5
feel pain way tortured ti could possibly understand,4
feel hopeful best give go next week despite dozen final assignment mark,1
last year second semester result came ecstatic,1
id like write something interesting right unfortunately feel deprived inspiration,0
feel glad still teach home,1
find whinging temperature every day moment feel ridiculously hot,2
feel sociable day,1
feel would ungrateful god undutiful church use poor effort side truth peace,0
im feeling insecure month im feeling full oomph,4
hate much feel like looking pretty damn flawless pic,1
began feel cranky feeling hell,3
could feel radiant heat emanating naked sex reaching longingly probing tip hardness,1
know exactly put feel like really acceptable foist inconvenience family,1
wrong feel angry wrong said,3
feel slightly shaky headache,4
say making feel tender inside like wound scabbed surface still raw unhealed underneath,2
tween sat mom bos year old year old boy weekend id say babysit feel weird considering n,5
feel like im whirlwind next im trying impatient wait,3
felt distinct feeling told everything would ok thing would ultimately turnout good,1
really feel like lot offer area would like focus troubled teenager,0
run feel useless understand retirement daily struggle overwhelms often,0
bothered might changed feeling get back u leave heartbroken,0
im already feeling lethargic,0
feel kind vain people tell im pretty though,0
im sorry apparently offends lot woman woman feel need say something rude im going anyway,3
help busy overworked mainly exclusively woman go feeling overwhelmed frustrated generally pissed health appearance,5
love taking people smile way child giggle gorgeous way little one move closer mom stranger smile feel scared way teenager boisterous full life hope,4
feel really comfortable,1
hope something magical happens today im feeling kind listless,0
dont know get energy frombut feel slightly shamed moody feel havent slept well enough,0
feel like manager everyday feel respected day well,1
feel like missed younger active would much content go outside ride bike,0
want least feel intelligent believe becoming well read person help,1
feel reader loyal subscriber need informed great butterfly marketing really taken ride bank chunky commission,2
study visit chicken factory butchery,3
hurt comment made feel unimportant like want date many woman,0
feel completely helpless anything help affected tornado hav,4
cop feeling regretful,0
feel thankful rel bookmark day feel thankful posted href http babychaser,1
remember moment feeling lost hopeless younger,0
made sure go since feeling liked complimented,2
write feeling happy childish,1
made stupid mistake saying fine next day last time headmaster punished served make feel punished hard enough,0
feel like held firmly loving arm surrounded wide circle people going let fall,2
feeling particularly nostalgic day,2
feeling disillusioned,0
feeling pressured,4
ill thirty next year im feeling positive life choice im making thing im putting world,1
feel creative mind brings diversity new thinking job,1
feel naughty ratbagx,2
guarantee im dizzy feeling like im going vomit month going pleasant person,1
smile people smile back tell feel little cheered seeing jolly morning,1
used walk neighbor hang worked shop kinda got feeling unwelcome,0
feel satisfied necessarily forget pain felt,1
said earlier feeling ignored ever since baby came getting back normal attention given well,0
still looking good cause feel passionate volunteer last year friend introduced organization pack food ration needy family,2
im feeling little tender wood work,2
suddenly feeling insulted typing,3
feel depressed feel like would negative influential big brother,0
im trying go feel hopefully next time brave scale good day see nicer number,1
help feel bit miserable,0
walk conventional classroom sens feel assaulted stuff wall hanging ceiling covering surface,4
feel clever done,1
walk entire grocery store without feeling like going give aching happen often anymore,0
imdoing good almost strange feel carefree,1
could already feel difference strength technique class three class starting find balance though still pretty shaky business,4
feel low havent felt low suck,0
absolutely love skinny fiber wonder feel fabulous,1
feel im strange catholic vortex,5
feeling many surprised learn nearly year time say goodbye guide entertaining,5
connected family love much feel blessed find family connected many different level,1
provided dinner alcohol place crash got return feeling completely unwelcome apartment,0
im feeling goddamn pissed,3
signed petition knowing served next day left feeling vulnerable unsure reaction,4
feel like get easily distracted making thing switch around many different project throughout week,3
many kid many strength would sufficient wife would feel burdened,0
knew yesterday getting cold morning feel terrible,0
feel shocked become old,5
hate way mom dad hate neglect feeling need intelligent child rampant parenting style,1
feeling helpless could explain,0
feel tortured href http lawrencewashington,3
fuck coat really still feel like doesnt know rock swag look little lame trying whatever though,0
might needing quite sometimes let feeling fade away wont make feel insecure disturb uncomfortable,4
im feeling hot bothered let hold onto body he ready dine ive told would find better lover he kissing lip think need imagine order get,2
feel like creative professional need unpressed creative outlet get inspired,1
feeling increasingly hopeful,1
walked better understanding going experiment also feeling little stunned one equation describe,5
im feeling creative best rather student deadline meet,1
feel like quitting rugby ignored,0
start feeling resentful overwhelmed sure sign need mothering,3
im sitting boob hanging feel uncomfortable,4
overwhelmed deep heart hurt feel like empty ache start chest spread soul,0
feel assured right answer,1
feel ok blessing pronounced upon realized accordance faithfulness,1
describe happens feel shaky,4
ive struggling lately whenever feel like saying something reaction oh julia youre clever witty,1
ill honest feel almost relieved first found getting book published,1
want say feel though dont play really vital role anyones life exception one friend,1
learned silent crushing pain wanted feeling unloved,0
feel petty posting complaint right like kidnapped year old forced make easter creme egg rest life,3
feel triumphant pride stand counter like achieving high level male honor female redhead boot,1
feel jealous sumthg tat thk,3
use day night sometimes feel face really dirty ill use img height id irc mi src http c,0
feel energy feel joyful sweet enthusiasm life,1
im lover listener cuddle listen cant cuddle thing feel bit listless,0
feeling quite stressed wondering would able look bb run going,0
think possible maybe denying maybe opening whole possibility maybe realised possible give man men power make feel shaken leather sandal,4
want share wonderful organization feel extremely passionate,2
im feeling hopelessly restless,4
feel less intelligent watching,1
feel like getting away friendly tasty goodness seems abound santa cruz including unseen ambient pot smoke always make lazy swear visit laid back town visit university university california santa cruz renowned href http www,1
feel special amp blessed caring amp creative family,1
love lot different kind sport love hanging friend free time also unhealthy session grey anatomy im feeling ecstatic ty,1
feel strange effect,4
loathe gamer said molyneux adding make feel insulted,3
remember feel like enthralled cant actually feel,5
feel confident issue regarded highest sense urgency,1
im feeling like im also going uploading poetry lame stuff lemme know guy like,0
hope one feel im ungrateful thats case,0
struggle dont get anxious instead feel much determined succeed,1
feeling little uncertain skill birthday party arena,4
feel pain come representing ungrateful client,0
feeling seriously feel love someone treat disregard faithful loyal,1
feel needy cagey wait leaving practice new self old setting,0
got eyebrow waxed day feel glamorous,1
feel incredibly damaged way behaved towards prepared treated way anyone else,0
continue struggle experiencing normal feeling sense theyre chipping away precious time,1
feeling like garbage day allergy im glad didnt last minute cancel,1
never feel popular,1
want happy feel loved,2
cycling country,4
knew quaker announced quite excitedly feeling absolutely wonderful period fortnight nothing much happening brain,1
feeling like lost duck experience life aged soul faster physical age didnt many understood,0
feel absolutely shitty,0
ive reading feeling pleasantly surprised find reading list contained four similar book fine chance compare contrast differ,5
believe based greed nothing feel beloved country,2
feeling terrified anxious excited apprehensive among million thing,4
started feel dissatisfied ease convenience,3
felt disgust dirty,3
ive watching episode quantum leap recently show ive always loved suddenly struck today thats exactly feel unfortunate missed show focus character named dr,0
wont feel sorry leaving behind,0
never feel ecstatic bouncy anxious,1
feel accepted,2
id love hear handle type situation well story feel free share,1
idea could feel little love hope week hop blessed kleinkinders,2
month medication feel fantastic,1
im feeling pressured desk due pile task waiting often pack go write quiet corner bedroom living room kitchen,4
feel like little boy sense value perpetually doomed keep breaking valuable life,0
used wake feeling horny sometimes finish got,2
id gotten past whole oh gawd im humiliated didnt feel humiliated,0
feel messy room,0
feel miserable wish dead,0
really appreciated even thought christian type prayer welcome feeling lost,0
feel frustrated read chapter,3
sometimes feel inadequate mother feeling like im failing still second guessing parenting skill,0
feel like beaten american footballer run london bus,0
love comment feel free,1
wasnt alone crazy feeling disheartened,0
feel hopeless bored,0
managed put stop thing left feeling regretful miserable everyday,0
feel leader admired selfish,2
feel extrememly bitchy today ive done something never done year life,3
feel pissed feel like sleeping,3
felt overly hopeful last week feel like resigned waiting next week potentially longer,0
said feel like im verge messy,0
boyfriend last told loved gave impulsive kiss,1
indulge work forget time trust people easily feel restless work finished,4
im feeling grumpy,3
suppose writing emerges feeling emotional urgency usually sense darkness,0
could look coordinate cave im feeling adventurous decide find tibris direction,1
discus even feeling beloved anyone,1
managed take photo today outfit feel rather strange especially havent taken long time,5
feel passionate issue want see others become passionate blog hop becomes fun spite much work go along,2
feel like opportunity become smart embrace knowledge really learn everything daydreamed learning,1
feel stressed get upset,3
feel like people brave enough speak non standard self publishing market author know work damn hard deserve better,1
feel youve got fearless artist time think im one belief,1
feel disturbed today,0
feel like im weird dreamworld absolutely anything,5
feel sad,0
suspect also dealing caffeine withdrawal think figured system eating work well feel fab,1
im feeling really weird,5
feel irritated missed direct instruction master lee never passed casually admit body feel like need rest,3
honestly feel heart faithful yo girl,1
got morning heavy burden heart feeling bit discouraged questioning god certain thing still clear,0
wanted everyone matter lifestyle feel little bit glamorous,1
attached feel loving feeling toward miss get homesick,2
going sort handheld cam feel lol delighted,1
feel like completely satisfied result,1
feel tortured sickened exactly way felt last day lance leave,4
kinda laying disappeared arm playing computer got turn eat dinner way adjective sudden wierd feeling collar chest felt like bounce electricity shocked something left paw,5
feel like valuable college year wasted daily routine,1
get feeling people think im indecisive childish isnt entirely true degree show anyway,4
sleep last night however woke feeling splendid sniffle itchy throat wasnt sure could awake,1
kept feeling enraged,3
think sooner better well feel greg im already distressed mood mom,4
ive feeling mellow evening,1
feel awkward speaking native,0
feel rejected abandoned speaks volume expansion self worth,0
feeling regretful apologise,0
feeling much love mother appreciative done,1
im damn tired feel little grouchy,3
feel contented relieving scene mind,1
think one asset make guy stand band musicianship especially latest record hit next level feel accepted many genre especially hardcore scene,2
imagine woman breast clinic feeling unfortunate something like happen,0
tried answer generally could ive struggling work lately feeling pretty morose,0
may feel relieved satisfied probably fun,1
feel like way would less bothered,3
cant help feeling ugly,0
questioned wondering didnt feel jubilant,1
may resurrect im feeling generous lengthy series history celebrity crush,1
im old enough graduation yk feel like yesterday find bit stunned,5
wonder alone fact able identify destructive behavior yet feel doomed repeat,0
small people think feel amazing bathing suit,1
father child killed accident,0
feel bad anyone ever watch game,0
want feel year long lovely warm tingle october brings,2
feel stubborn strong ready fight disease,3
feel cold said rachel,3
ive little movie star tear come way feel relieved,1
mother though day still feel strange realize one,5
feel little jealous people sitting coffee shop leisurely like morning,3
feel like devoted many thing time split weirdly,2
sam angsty headspace jensen voice singing bon jovi making feel horny hell,2
mention im feeling cranky,3
wonderful mother law every way like mother year often end feeling bit melancholy mother day,0
im sure feel yet seemed kind distracted decided wed give end week prove u,3
know long time feel pathetic feel way,0
im definately feeling change im refusing feel impatient,3
posted feeling like super mom managed care child fiance house one day working little sleep,1
feel worthless letting happen,0
bit comfort zone im feeling tad apprehensive,4
feel like smell pretty use,1
feel like total pushover moment anyone know know pushover generous willing give benefit doubt pushover,2
could sense uncomfortable came deliver letter willing attribute feeling weird romantic vulnerable,4
longer feel happy score well,1
im feeling comfortable water,1
feel pole useful pair price stats review two pole,1
grand plan baking two day mostly ended curled couch pouting feeling well,1
couldnt bring blog right away mostly feel absolutely humiliated heart broken,0
feel pained people making kind statement,0
feel like paranoid annoyance reality wouldve talked anyone way,4
saw family separation one year,1
feel frustrated impatient,3
left place feeling heartbroken,0
feel bit devastated really thought ive relationship would worth,0
feel saying thing dont want agree rude,3
really went cut feel unfortunate broken hearted,0
feel quite mad,3
trying catch bus explained feeling bit dumb,0
feel like shy much taking mother described,4
really feel amazed,5
believe luck luck side feel beaten sometimes upset,0
feeling really ok,1
got chat rustie dean hometown moose jaw everyone made feel welcomed comfortable,1
actually feel like everything going ok,1
im feeling envious pregant co worker,3
pub instead stayed home feeling morose depressed,0
stay awake whole night feeling energetic stuff,1
cant help feel im sorry,0
feel fooled played relieved,1
feel stunningly elegant tonight darling,1
feel lame cant help shake fear feel like im failing samuel afraid,0
woke feeling distraught aware something terrible happen soon,4
however feel tinge regret know damaged ability breast feed,0
feel he feeling quite beloved brother,1
im still feeling bit stunned experience tonight watching movie,5
look forward continuing challenge feel appreciative boost get nutrition healthy track especially pregnancy important time life eating healthy,1
ive decided ex real strong feeling whether love extremley caring cant friend eventually blow face,2
love slight cat eye shape lens instantly make feel likeaudrey hepburn breakfast tiffany glamorous course gorgeous case doesnt hurt either,1
stop learning feeling inhibited performance flounder,4
feel wronged luckily managed control complain talk bad friend either online facebook offline person,3
get feeling weepy sometimes get resentful,0
want leave thanked parent trusting spend night made feel like respected,1
listen feel peaceful happy couldnt use big dose life,1
amos beautiful job retrofitting cohens song really basic arrangement piano work feel like artistic effort merely paying homage,1
feel classroom extremely dangerous,3
restart gallery feeling vain gorgeous time,0
need find way get yet feel hopeless,0
end getting unwanted attention boy want little ill sort starting something boy find flirtiing others presence ill feel really insincere around boy like,3
read several page still feel unsure feel wasted time engage main argument,4
feel though rest year jaded due love first,0
friend sometime feel insulted around,3
feel inhibited practice public session compared lesson ice time good ice time,0
fall victim feeling inadequate anywhere short perfection set expectation perceive expectation others,0
feel tortured emo poetry coming already,3
wanted feel special guest alise jeremy chose,1
feeling overwhelmed daily responsibility expectation family job demand time physical tiredness feeling burden overtake financial hardship,5
im used still make feel empty,0
im feeling strangely indecisive also dont really believe,4
often time feel lost friend seem leave u move away,0
want write make feel frantic induced nightlife speed,4
love long summer evening shoot clock feel pressured short daylight hour winter provides,4
admit thought go head feel doubtful time coz im scared,4
feel drained yet excited new journey,0
feeling eager leap stash fabric make something,1
need feel like im accepted matter im loved,2
feel absolutely safe,1
feel honoured luckily get post card,1
feel terrible snapped,0
went lecture cancelled,3
feel spitting somebody vicious kind disrespect said,3
truly feel irate,3
began feel curious tried percieve beneath pride,5
ive feeling satisfied performance car,1
overwhelmed feeling impressed think kid theyre year younger call kid right,5
drank cup coffee feel nervous weird,4
got really crunk situation feel like write calm lol,1
focus injustice anger rise feel frustrated know cannot change thing,3
feel awful working summer im finally going able get real rest put foot,0
feel take mg seroquel either restless leg syndrome keep awake night,4
im feeling hopeful seems like good time switch doctor,1
really cant count number time cried feeling overwhelmed someone expression concern fact thinking,4
feeling month going damn cool thing store,1
feel blessed privileged known loved know always child,2
like feeling devastated,0
struggled come interesting title blogpost lipbalms feel people would consider boring subje,0
feeling homesick good reminder blessed really,0
realise im sounding surprisingly like every person site wish liked mud wrestling something bit outrageous feel rather dull dare say average,0
feeling amazed imagining would feel get,5
feel ungrateful complaining also feel cheated sitting quietly,0
ask folk park feel smart park inch separating car one front behind,1
present two photo side side one photo remember feeling cute day,1
feeling could answer stupid question,0
feel ive answered question shes pretty trusting part,1
ive vocal feel think convinced let anyone walk let opinion matter,1
ive heard feeling many time discussed uncertain future many people conversation blending together,4
plodded taking far long feeling rather virtuous,1
feel like really gentle hand recording process,2
come back programme three girl staying another girl placce one started passing nasty outright bitchy remark brought male colleague compliment,3
feel poisoned tortured room,4
feel like im finally position decide whether indulge joyful jubilation claim free chocolate bar,1
suck lot keeping house clean yet feel twitchy messy,0
sure organisation best intention though disagree whole heartedly get feeling demostrators slightly hostile student,3
know feel heart aching sadness loss good kind people connected loss href http,0
feel like mention wasnt fond damn shapeshifter first place,2
feeling smell going pleasant,1
feel like ought working casual activism construes something potentially stressful wont update tomorrow,1
sure buy hubby feeling pretty impressed,5
must feeling little cranky,3
get lucky often thing work benefit time feel accept unfortunate,0
really feel im least talented person stage somehow god us talent glory,1
feel resolved soon enough damaging effect hard work girlfriend put relationship,1
feel rich indeed,1
feel heartbroken mostly daughter adjust new daycare center,0
guess good news feel calm think needed get chest,1
im busy bask fabulous overwhelming feeling really nothing live life cat would caring sleeping eating,2
feel bitchy talking way ahaha sound less retarded telling story person swear said boy would fall love,3
feel thing learn course useful right,1
remember feeling calmed ease even though minute good light felt confidence determination get best possible shot made difference world,1
never feel fucked week used feel great acctually thinking wonderfull time weekend img src http israel,3
feel hateful given friendship woman couple others reason admit defeat let husband make feel insecure feel need avoid cut life security challenged,3
feel dull easily difference rule absolutely several turn quick easy casserole fantastic relating group meal local hall pitch in picnic address luncheon etc,0
want feel slutty,2
feel sorry seeing parent,0
wishful gaining feeling responsibility planning event well commitment,1
enjoyed feeling belonging sense recognised somehow valuable,1
honestly say every good thing life right crashing feel stubborn ask help,3
im tired feel fabulous freaking proud moment continuing push train get far comfort zone,1
actually feel hopeful today,1
thought exhausted emotion held frustration confusion still much give much feel look blank white piece paper want fill colour motion still seems blank,0
feel like job worth caring shifty,2
feel touch sweet hand,2
understand extremely positive attribute overshadowed weakness subconsciously people wired feel superior others thereby treat differently,1
feel heartless heart hurt still feel feel much pain,3
especially interested hearing thought perspective read men woman feel respected lived,1
feel like ive held back lot summer soccer mom trusting,1
remember feeling surprised option listen,5
feel rejected must measure,0
feel like house constantly dirty truly hate cleaning especially tired,0
leave nursing home week feeling joyful ready come back,1
feel agitated sort lost,3
still contraction feeling slightly defeated,0
know feel personally offended many level,3
highly doubt would see young jean scott considering would limited reason actor future movie since announce moving aoa next feature feel like missed opportunity,0
im going go anti dance flow feel eager since ill mat anyhow might even circuit grow spine,1
feel love yesterday brought tear eye hear say today realize special surrounded love,1
serious question feel ok support healthcare plan trample anothers belief,1
cant explain truly feel word encapsulate ness currently ecstatic happy bouncy relieved energised mood dance wanting chocolate wanting socialise right smiley lose word express bah emo,1
feel rejected someone part rejecting,0
feel socially anxious around lady,4
watched firefly serenity lately id given mixed feeling seems quite popular,1
feeling sentimental going miss college thrilled new upcoming adventure,0
chinese mum chinese sister spent two important year life china someone know conversation like one feel pretty hopeless power education,0
try put light going feel fester grow bitter dark,3
feel mom despised much done,3
feel help create rich texture touch mystery outfit,1
im feeling strong healthy motivated overall positive everything,1
feel unimportant today,0
feel agitated part think finally managed keep emotion check,4
know feeling pretty punished right,0
feel completely empty detached depressed,0
havent able squeeze run two week feeling really cranky lethargic,3
think told dad feel skeptical u,4
feel someone wronged feel wronged get riled action find offensive unsheathe sword good lord better look,3
woke emotionally drained anxious immediately defense rise feel irritated story life,3
achieved specific athletic goal feel pretty fine form,1
think men maybe feel expect get rejected time men might act like call shot woman definetly,0
cannot thank enough always finding way make feel better,1
feeling delighted bigger definition magic,1
im feeling overwhelmed,5
thought later feeling anxious worried,4
get little twitchy feel like someone depending flawless job done end,1
feel one trail without totally punished,0
friend made yuuki feel special,1
feel like assaulted titanium hedgehog,4
feel dazed alone end,5
hate feeling despised detested someone truly care completely love,3
remember someone could feel comfortable around,1
feel discouraged,0
thought feel scared somewhat trepidatious nervous sad,4
im feeling shy im feeling mad im feeling sad,4
feeling insulted idiocy felt supremely bored actually wound fastforwarding scene,3
feel blessed free,2
feel determined ever,1
must ask column make feel hateful keep logging,3
empowering woman truly feel intelligent sex enough,1
dislike feeling needy,0
im thinking back feeling utterly amazed grateful live time four people needed family could find despite thousand mile apart,5
feel unhappy even,0
feel like rushed weekend,3
feel like punished year weaning drama,0
feel impressed ia,5
know feel like love starting get scared actually love,4
need money cause owe sooooo many people money cant pay back without feeling guilty taking money dad,0
simply feel like learning unimportant stuff,0
feel like alone,0
help feeling jealous,3
im feeling bit gloomy today weather ive got money get tube go anywhere pretty like columbia road,0
im also feeling gorgeous nail day coming concoction three ive soaked pale bod fake browness watch coming soon,1
could feel tremor coming started get real shaky,4
resent people shaming telling feel productive alternative give fact let think,1
feeling pretty triumphant held little conversation cashier realize deaf,1
im feeling rotten talking,0
mention one feel fake,0
could feel love joy pride looked two sweet little face,2
feel bit annoyed antsy good way,3
try buy fabric would use project feel really fab,1
go friend feel inadequate,0
im hurting feel like friend longer supporting im struggling,2
know feel useless nasty feeling,0
dont sleep still waking help get sleep quicker feel like going deeper relaxed sleep,1
always feel quite smart wearing,1
feel sure new necklace come afternoon beach combing,1
feel feel reluctant,4
im feeling naughty like add little bourbon,2
feel relaxed comfortable,1
still feel fine tell getting weaker,1
feel confused cant stop digging bit,4
im postponing feeling virtuous labor,1
ate feeling hateful towards number,3
sure anyone understand feel toward almost feel like one troubled teen often maury,0
believe sincere part seen time logan probably feel much devoted,2
afraid feeling helpless,0
didnt think angry im typing away feeling word evaporate cyberspace pissed happening,3
go presence praying wisdom patience feel instantly furious,3
im feeling generous ahahahaha im morbidly funny,1
wish feel tender bite,2
feel jaded stpm sigh,0
often find hostile environment leaf feel damaged blossom die vine,0
murakami first feel capture make beloved fan,1
feel homesick nostalgia canaglia,0
want something personalized appreciate least feel real sincere giving,1
enjoy aspect life hard time feel completely overwhelmed,5
feel like child got one lick delicious lollypop ever,1
hausa feel offended especially crazy motorcyclist getting ground like nothing happened bear resemblance anyone north,3
feel like running circle terrified,4
wasnt feeling irritated,3
feel like thing call artistic tendency really laziness narcissism justifying strengthening,1
guess im sad feel alone,0
im huge fan london grammar disclosure eye perfect collaboration definitely help make feel creative,1
feel person broke stole gift represents nice memory turning something nice,0
feel like warner brother fucked final edit even better film arriving director cut format blu ray,3
im feeling bit scared consider putting posting work website frequented professional artist decided suck big girl ask feedback,4
understand mother feel bad cant help way want im still trying help,0
wasnt supposed n let happen could feel hurt move supposed,0
suddenly feel desire press face window silently scream like doomed urbanite one myriad disaster movie always take place new york,0
feel really disgusted pain agony,3
hope one day feel strong optimist right life,1
feeling vulnerable worrying publishing world like story like next one write,4
also always afraid cold pool realized actually feel cold lap,3
consider social political duty defend porn world unravels around company sex industry worker feel doomed inevitable fate porn personnel,0
want give feel distracted need remind working towards,3
ate great whats even better feel terrific,1
feeling particularly disheartened unmotivated today,0
started feel uncomfortable buzzy short breath mildly panicky,4
feel unprotected though,4
feel lot confident path ive chosen,1
know feel mil hated since day,0
feel blessed year daughter family u sister california coming year,2
sat silent open mouthed rattled reason loved special time shared confirmed feeling amazed reason time together made realize much loved,5
get little gripped timing feel frantic thought,4
still feel innocent small,1
took several deep breath feeling cold air burn way lung exhaling little cloud vapor,3
feel like continue bridge lesson since continuity going vital learn game,1
feel delighted share,1
feel like gone bit dull agree beauty real friend tell stupid,0
feel glamorous little lacy bottom tiny g string underneath,1
ive talked telling sometimes feel shes sincere,1
returned home feeling invigorated wanting,1
know upset feel melancholy eating away inside leaving tear eye ache heart,0
simply dont want make mad want able share thing feel like emotionally far apart make mad make unable go,3
planning make cooky evening feeling good tomorrow,1
incredibly youthful employment angry stay feeling offended simply wasnt professional decided,3
also feel welcomed lush job,1
feel irritable unfulfilled dont paint several day,3
still feeling passionate progressive motivated longer trying everything anything never done,2
feel giving christ want devoted,2
feel like babysitter year old act like naughty year old,2
feel sort dazed cross eyed,5
would left exam feeling humiliated reevaluating everything know,0
im wanting look make people feel ok ask question,1
feel honored part year,1
picked moved czech republic chris sent care package food music remind home feeling homesick,0
feel really popular underground get thank god looking toby tunji,1
feel strange bonding bed wardrode using little decade,4
feel ecstatic relived bottom heart truely grateful,1
excercising running still feel tender even almost like throbbing,2
feel confident today front nine,1
internet cafe kid feel neglectful blog chaotic,0
quit screw everyone frame shop wouldnt feel bad besides british,0
feel like important keep taking critical look idea like make sure stay grounded reality,1
never feel hesitant timid,4
feel elegant marvelous irresistible frock endure discomfort,1
didnt know anyone feel helpless confused angry tired,0
lost kg feeling fab,1
transferred operating bed began feel little apprehensive,4
feel anything contribute conversation book writing boring shallow bunk,0
hope deeply affend anyone maybe know feel year faithful catholic told going hell anyways privacy home,1
feel badly know suffering complain cold nonsense gladly give anything could help fix problem,0
remember feeling falling miyavi shocked face,5
suddenly feeling energetic,1
im fair xia way feel frightened work fault,4
feel like ecstatic feel joy feel love particularly devotee come mood also eagerly moving moving moving said andri visitor abroad,1
feel bad enough,0
leaned head back took deep breath awful feeling awful making sick,0
look like someone doesnt like care way thats different friend feel unimportant like one care,0
often feel real gloomy there always another large government program horizon freedom consistently contracted wallet pilfered benefit fat cat corporate banker public continues vote politician steal u every day,0
feel like feel guilty treating badly dont really want go back wont get league proper anyway due inability make every practice service hour despite good skater good attitude toward practice make,0
feel bit fearful might feeling stressed drinking much,4
dont know feel mellow normal good,1
hope make friend feel welcomed,1
want accept inevitable become grumpy old men woman age want accept feeling irritated annoyed trivial little thing normal,3
answered feeling rather skeptical,4
wasnt feeling particularly bitter birthday fact fantastic day,3
feel satisfied eat feel full longer dont feel like snacking later,1
miss way made feel im point ive accepted betrayed never go back,1
feel content without knowing rest story,1
really feel irritated,3
feel like im bitter old lady long life cant deal anymore,3
feeling little disappointed little hair improved stickiness lingering,0
im feeling bit lonely without comment respond c,0
feel lame complaining minute get blurry vision take easy rest day,0
feel rushed get ready tomorrow,3
feel strongly supporting hence running mile,2
remember feeling embarrassed someone recognized called name,0
sat dave atell first trying feel rude guy eating,3
feel solemn duty share divine knowledge mine order others may benefit truth beauty render world tad closer thearchitecturality utopian perfectly set garage society strive,1
still really feel like kind hated picture soooo glad took,3
